,p05,p16,p50,p84,p95,weighted_mean
1967.5,-1.573605010508238,-1.3431904381312194,-0.9854148166254322,-0.6250162787736123,-0.3873085950446335,-0.983112317535054
1968.5,-1.6020588814127965,-1.3718952679939354,-1.0119808101262067,-0.6468026284687288,-0.40492085127163174,-1.0085243782429474
1969.5,-1.634449428228478,-1.3996960641997331,-1.0363708724498029,-0.6667352474365458,-0.4242969553707261,-1.0332883402515147
1970.5,-1.736444128251768,-1.4834091605986406,-1.0954642935070484,-0.6989963316038965,-0.43271622241101493,-1.0906851629188472
1971.5,-1.735813198028182,-1.4868297162235509,-1.1018604941092602,-0.7080313790869568,-0.44709341317530077,-1.09719294224677
1972.5,-1.8347285376969058,-1.5630676561199741,-1.146994537357381,-0.7270596231511421,-0.4469977117409784,-1.1432875252648753
1973.5,-1.8376147675434065,-1.5779709182947337,-1.170460865930737,-0.7514757515974652,-0.47894820779327474,-1.1655737070265086
1974.5,-1.8162405475550263,-1.5603752386286824,-1.1640633516971592,-0.7518428388982191,-0.48836580448168343,-1.157071599914562
1975.5,-1.7814554824835604,-1.5331645218160785,-1.1498092315557265,-0.7499903516861313,-0.49429474087111275,-1.1429398417216485
1976.5,-1.8665692536147191,-1.609730938171167,-1.2037521988721458,-0.7835740565326421,-0.517270146421594,-1.19775416312403
1977.5,-1.8643603806282227,-1.6140705055407458,-1.2108829510322954,-0.7966592012087349,-0.5342958688109901,-1.2073738424181328
1978.5,-1.8805357178225106,-1.629006402511462,-1.22531679767752,-0.8110481261461084,-0.5538421433546238,-1.2216656592895905
1979.5,-1.9117013231874789,-1.655296394076139,-1.245701743554357,-0.8229473982194032,-0.5619791124532425,-1.2416534679729454
1980.5,-1.9111190755281888,-1.6514730579823156,-1.240627951284951,-0.8163324913612309,-0.5491779799299907,-1.2355131400695465
1981.5,-1.8511825418857724,-1.6018870975572022,-1.2037286049282008,-0.7942333680549426,-0.5389586979428699,-1.2000549292650131
1982.5,-1.9105785445558006,-1.6411902130494853,-1.2116940710067512,-0.7812639840245074,-0.5152738861972467,-1.210866647386518
1983.5,-1.78740404667423,-1.5470788346946864,-1.1628099444965212,-0.7704961517162437,-0.5290617126455781,-1.1619827201055541
1984.5,-1.815515994722652,-1.5703160859720162,-1.1841216818053089,-0.7864350726407151,-0.5427788986095115,-1.182137453219038
1985.5,-1.829153541764274,-1.5818392096816265,-1.1929489397302673,-0.7933950661970429,-0.5486303924267077,-1.1906983444704844
1986.5,-1.8319625155505563,-1.5836910569443108,-1.194892321169124,-0.7927836904166022,-0.5539369597937797,-1.1924234382052838
1987.5,-1.8824938259634532,-1.6237863127139505,-1.2236423450670117,-0.8126025199668726,-0.5647160099451127,-1.2209851759821246
1988.5,-1.895231172901889,-1.6383029177731436,-1.2318517338065953,-0.818720529715119,-0.574809344883039,-1.2311550169200811
1989.5,-1.8819854502556181,-1.6264230576414003,-1.2196368460399545,-0.8112818320752518,-0.5698360433540841,-1.2217470469053089
1990.5,-1.8913925496149455,-1.6366699938689624,-1.2282551707804155,-0.8172388199884704,-0.5746894231287508,-1.2292096237117565
1991.5,-2.105350635634543,-1.7677326442661994,-1.258236060104204,-0.7835323669214083,-0.4777850825478129,-1.2720793695793373
1992.5,-1.8265048490806048,-1.564760965621564,-1.1664823374744675,-0.7727397203546312,-0.5458937325117844,-1.1730184693122419
1993.5,-1.8318030852743026,-1.5670983447082891,-1.1659674431998641,-0.769251323948758,-0.5456298659226495,-1.1724947936336068
1994.5,-1.9431089963713895,-1.6417202009439233,-1.1866299823223423,-0.7569743966663576,-0.49305406306741784,-1.1981153001392049
1995.5,-1.8535411463864022,-1.5685328701055272,-1.1411248785642178,-0.7373810957756268,-0.5179719565271984,-1.1576271976574029
1996.5,-1.814731012936822,-1.528218418730782,-1.111704260712091,-0.7156058878829593,-0.49697941064030965,-1.1269043330474366
1997.5,-2.1305429189630862,-1.7309990237403343,-1.1868816457705635,-0.6938069432205031,-0.3632435998924636,-1.2064770997295287
1998.5,-2.0764991036103644,-1.6974914892318693,-1.1741335152973664,-0.6928657109514981,-0.3803083897951983,-1.191618177708771
1999.5,-1.750954425864236,-1.4837047580846123,-1.0751384193429996,-0.6988580947903776,-0.476980724321338,-1.0918370916395652
2000.5,-1.6936503115975023,-1.4340871834701516,-1.049217983953421,-0.678956711034999,-0.47541731084735517,-1.0601654493240147
2001.5,-1.7091284722518538,-1.4432684532007283,-1.052734379224545,-0.6789462394937159,-0.47080425572185036,-1.064451742074584
2002.5,-1.8249074257437374,-1.5291571441648086,-1.0968873362534417,-0.6865039350330125,-0.43399747525286364,-1.1084734047397553
2003.5,-1.874004501629051,-1.5761187775970344,-1.131612586964887,-0.7100426254137858,-0.4502532241338879,-1.1435612982366876
2004.5,-1.8515832471185467,-1.5715422754804313,-1.1459131122032458,-0.7491163875044554,-0.5187430757137017,-1.1626195167986473
2005.5,-1.9094905051740576,-1.6233955605356942,-1.1893842793091727,-0.7797313212300463,-0.5442812676148778,-1.2043578988606358
2006.5,-1.94681795286321,-1.6505258124690543,-1.2050032512698763,-0.7778826226416575,-0.528099212908763,-1.2157698425862944
2007.5,-1.9180240878247612,-1.6259409470725572,-1.1862104368003266,-0.7750807864045293,-0.5403398430198538,-1.2032732788329215
2008.5,-1.8577952065485883,-1.5715871059900357,-1.144884648758696,-0.739106879886004,-0.5188828764508606,-1.1600397096880992
2009.5,-1.7766080309384202,-1.4879320571562118,-1.0724750902486988,-0.6820914674936913,-0.46368220305240204,-1.0893274828478434
2010.5,-1.8254290686239785,-1.5147844860827082,-1.0748144376046984,-0.6724791928624704,-0.43905435302725765,-1.0956118374817554
2011.5,-1.7832338384186126,-1.4929583829763082,-1.0741009324357464,-0.6825255938860899,-0.4632369962090119,-1.0917850088034193
2012.5,-1.8074662057801252,-1.5075952325710569,-1.07864654823527,-0.6850084804096129,-0.44945109176439424,-1.0957964854844349
2013.5,-1.7212742814564168,-1.4310299813963192,-1.017301932981964,-0.6395097396726297,-0.41848206878681654,-1.0364544477340014
2014.5,-1.7260636303643324,-1.4279701430922653,-1.0108299803459382,-0.6294268325138314,-0.3967413546265121,-1.028557071138523
2015.5,-1.7506742779776212,-1.4278419721220792,-0.9866631098931365,-0.5841392372828256,-0.3312559505683199,-1.0052135529827844
2016.5,-1.5965100515894646,-1.314801187791124,-0.9162822457794089,-0.5574348446955476,-0.3535948236953814,-0.937368253011903
2017.5,-1.5801773802055992,-1.2943962521518568,-0.8925468098551366,-0.5363608874774948,-0.330990492615179,-0.9155607819650907
2018.5,-1.5430811874141606,-1.2647566399502956,-0.8744828166068904,-0.5275515080238079,-0.3251858257846094,-0.8962658196652045
2019.5,-1.7059357438996374,-1.3637136293351848,-0.9053376924864066,-0.5023281665302551,-0.2266390287830025,-0.927693431963914
2020.5,-1.4786825397164793,-1.179209790074019,-0.7801667873494658,-0.43883949828074154,-0.22462464705776236,-0.8052837664482092
2021.5,-1.6918765002312315,-1.31260748465273,-0.8368444914869347,-0.4300014903981517,-0.12498974711107995,-0.862016073448811
2022.5,-1.4256291878263607,-1.1452339440833652,-0.7637829399705885,-0.4336857188290816,-0.23627451687613674,-0.7895371279656865
2023.5,-2.1345757082890735,-1.5492167053933856,-0.9048293900148202,-0.3468321311038677,0.18776611614552044,-0.9294557629461329
2024.5,-1.8047910647421506,-1.378634055352799,-0.8595021799811535,-0.41593019892959554,-0.0739484149911599,-0.8859775616909635
2025.5,-1.444196897646942,-1.1607838972047937,-0.7813421916275423,-0.4496524877810953,-0.24266326887948234,-0.8026667851579428
